,LEMMA,FIRST,SECOND,SUFFIX,SIMPLE,POS,HEAD,POS_HEAD,HEAD_NORMALIZED,HEAD_SUFFIX,SYSTEM_SUFFIX
577,ἐπηρεφής,verbal rootερεφ   ἐρέφω   cover with a roof ,,"adj. suf. -ης, -ες",ης,A,ἐρέφω,V,ἐρέφω,V,ης
578,ἐπήτριμος,, ἤτρι ον  τό  warp ,suf. -μος,μος,A,ἤτρι,N,ἤτριον,,μος
579,ἐπιβουκόλος,,βουκόλος  tending kine ,,,,βουκόλος,N,βουκόλος,λος,λος
580,ἐπιβώτωρ,,βώτωρ   ορος  herdsman ,,,,βώτωρ,N,βώτωρ,τωρ,τωρ
581,ἐπιγουνίς,noun stem γο υ   γόνυ  γόνατος   knee ,,"f. noun suf. -ις, -ιδος",ις,A,γόνατος,N,γόνατος,τος,ις
582,ἐπιδέξιος,,δεξιός    ά    όν  on the right hand or side ,,,,δεξιός,N,δεξιός,ιος,ιος
583,ἐπιδευής,verbal root δευ   δέω  δεύω   lack  be in need of ,,"adj. suf. -ής, -ές",ης,A,δεύω,V,ὁδεύω,V,ης
584,ἐπιδήμιος,noun root δήμ   δῆμος   district  country  land  or  the people  inhabitants of such a district ,,"adj. suf. -ιος, -ιον",ιος,A,δῆμος,N,δῆμος,μος,ιος
585,ἐπιδίφριος,verbal root φρ   φέρω   bearorcarrya load , δίς  twice  doubly ,adj. suf. -ιος,ιος,A,δίς,N,δίς,ις,ιος
586,ἐπιείκελος,,εἴκελος    η    ον   &lt  εἰκός ἐοικός  perf  part  act  n  of ἔοικα  to be like    like ,,,,εἴκελος,N,εἴκελος,λος,λος
587,ἐπιεικής,verbal root εικ   ἔοικα   be like  seem  be fitting ,,"adj. suf. -ής, -ές",ης,A,ἔοικα,V,ἔοικα,V,ης
588,ἐπιεικτός,,εἰκτός   ή   όν   εἴκω   yielding ,,,,εἰκτός,N,εἰκός,τος,τος
589,ἐπιήρανος,, ἦρα   χάριν   service  gratification ,adj. suf. -νος,νος,A,χάριν,N,χάρων,,νος
590,ἐπιίστωρ,,ἴστωρ  one who knows law and right  judge ,,,,ἴστωρ,N,ἴστωρ,τωρ,τωρ
591,Ἐπικλέης,nounrootκλέ   κλέος   glory ,,"nounsuf. -ης, -ους",ης,A,κλέος,N,κλέος,εος,ης
592,ἐπίκλησις,verbal root κλη   καλέω   call  summon ,,"noun suf. -σις, -εως",σις,A,καλέω,V,καλέω,V,σις
593,ἐπίκλοπος,verbal root κλοπ   κλέπτω   steal ,,"adj. suf. -ος, -ον",ος,A,κλέπτω,V,κλέπτω,V,ος
594,ἐπίκουρος,,κοῦρος ep  for κόρος  boy  lad ,,,,κοῦρος,N,κοῦρος,ρος,ρος
595,ἐπιμάρτυρος,,μάρτυρος  epic form for μάρτυς   witness ,,,,μάρτυρος,N,μάρτυρος,ρος,ρος
596,ἐπινεφρίδιος,noun root νεφρ   νεφροί   kidneys ,,"adj. suf. -ιδιος, -ον",ιδιος,A,νεφροί,N,νεοία,οι,ιδιος
597,ἐπίξυνος,,ξῡνός    ή    όν  common  public ,,,,ξῡνός,N,ξυνός,νος,νος
598,ἐπίορκος,noun root stem ορκ ο    ὅρκος   the object by which one swears  oath ,,,,,ὅρκος,N,ὅρκος,ος,ος
599,ἐπίουρος,,οὗρος   ου  watcher  guardian ,,,,οὗρος,N,ἄορος,ρος,ρος
600,ἐπιποιμήν,,ποιμήν  ένος herdsman ,,,,ποιμήν,N,ποιμήν,,
601,ἐπίρροθος,noun root stem ῥοθ ο    ῥόθος   ου   rushing noise    roar of waves ,,"adj. suf. -ος, -ον",ος,A,ῥόθος,N,ῥόθος,ος,ος
602,ἐπίσκοπος,,σκοπός  σκέπτομαι   one that watches ,,,,σκέπτομαι,N,σκέπτομαι,,ος
603,ἐπίσσωτρον,,σῶτρον  wooden felloe of the wheel ,,,,σῶτρον,N,σῶστρον,ον,ον
604,ἐπισφύρια,noun root σφυρ   ,,,,,σφυρ,N,σφυρόω,,ια
605,ἐπισχεσἰη,verbal root σχε   cf  inf  aor  σχεῖν from ἔχω     have  hold ,,"noun suf. -σίη, -ης",σιη,A,σχεῖν,V,σχεῖν,V,σιη
606,ἐπιτάρροθος,,τάρροθος   ου  helper  defender ,,,,τάρροθος,N,τάρροθος,ος,ος
607,ἐπίτονος,,,,,,,N,,,νος
608,ἐπίφρων,noun root φρ   φρήν  φρενός   midriff  heart  mind ,,"adj. suf. -ων, -ον",ων,A,φρενός,N,φρενόω,νος,ων
609,ἐπιχθόνιος,noun root χθον   χθών  χθονός   earth ,,"adj. suf. -ιος, -ιον",ιος,A,χθονός,N,χοός,νος,ιος
610,ἑπταβόειος,noun root βο   βοῦς ός   ox ,,"adj. suf. -ειος, -ιον",ειος,A,βοῦς,N,βοῦς,υς,ειος
611,ἑπταετής,noun root ετ   ἔτος   year ,,"adj. suf.-ης, -ες",ης,A,ἔτος,N,ἔτος,ετος,ετης
612,ἑπταπόδης,noun root πόδ   πούς   ποδός   foot ,,"adj. suf. -ης, -ου,",ης,A,ποδός,N,σποδός,ος,ης
613,Ἑπτάπορος,, πόρος   narrow part of the sea  strait ,,,,πόρος,N,πόρος,ρος,ρος
614,ἐπώνυμος,,,,,,,N,,,μος
615,ἐριβρεμέτης,verbal root βρεμ   βρέμω   roar ,,"noun suf. -έτης, -εω/ου",ετης,A,βρέμω,V,βρέμω,V,ετης
616,ἐριβῶλαξ,,βῶλαξ   A  lump  clod of earth ,,,,βῶλαξ,N,βῶλαξ,,
617,ἐρίβωλος,noun root stem βωλ ο    βῶλος   lump ,,"adj. suf. ος, -ον",ος,A,βῶλος,N,βῶλος,λος,λος
618,ἐρίγδουπος,noun root stemδοῦπ ο    δοῦπος   any dead  heavy sound  thud ,,"adj. suf.-ος, -ον",ος,A,δοῦπος,N,δοῦπος,ος,ος
619,ἐρίηρος,noun root ηρ  ἦρα   A   service  gratification ,,"adj. suf. -ος, -ον",ος,A,ἦρα,N,ἦρσα,ρα,ρος
620,ἐριθηλής,verbal root θηλ   θάλλω   sprout  grow  thrive ,,"adj.suf. -ης, -ες",ης,A,θάλλω,V,θάλλω,V,ης
621,ἐρικυδής,noun root κυδ   κῦδος   glory  renown ,,"adj. suf.-ής, -ές",ης,A,κῦδος,N,κῦδος,ος,ης
622,ἐρίμυκος,verbal root μυκ   μυκάομαι μέμυκα   bellow ,,"adj. suf. -ος,-ον",ος,A,μυκάομαι,V,μυκάομαι,V,ος
623,ἐριούνιος,,οὔνιος    δρομεύς   runner ,,,,δρομεύς,N,δρομεύς,ευς,ιος
624,ἐρισθενής,noun root σθενες   σθένος   εος   might ,,"adj. suf. -ής, -ές",ης,A,σθενες,N,ἀσθενῶς,ες,ης
625,ἐριστάφυλος,noun root  σταφυλ   σταφυλή  grapes ,,"adj. suf. -ος, -ον",ος,A,σταφυλή,N,σταφυλή,η,λος
626,ἐρίτιμος,noun root τιμ   τιμή   ής   of things worth  value  price ,,"adj. suf. -ος, -ον",ος,A,τιμή,N,τιμή,η,μος
627,Ἐριφύλη,noun root φύλ   φῦλον   race  tribe  or class ,,f. noun suf. -η,η,A,φῦλον,N,φῦλον,ον,η
628,ἐρυσάρματες,verbal root ἐρυσ   ἐρύω   draw ,noun root άρματ   ἅρμα   A  war chariot ,adj. suf. -ες,ες,A,άρματ,N,χάρμα,τ,ες
629,Ἐτεόκρητες,adj  stem ἐτεό   ἐτεός   true  genuine ,Κρῆτες  Κρής   ὁ mostly in pl  Cretan ,,,,Κρῆτες,N,τῆτες,ες,ες
630,ἑτεραλκής,adj  root ἑτερ   ἕτερος   A   ον   other ,noun root stem A ή    ἀλκή   ῆς   strength ,"adj. suf. -ής, -ές",ης,A,ἀλκή,N,ἀλκή,η,ης
631,ἑτερήμερος,adj  root ἕτερ   ἕτερος   one or the other of two ,noun root ήμερ   ἡμέρα   day ,"adj. suf. -ος, -ον",ος,A,ἡμέρα,N,ἡμέρα,ρα,ρος
632,Εὐαιμονίδης,,,,,,,N,,,ιδης
633,Εὐαίμων,nounroot A   A   A  blood ,,nom. suf. -ων,ων,A,,N,,,μων
634,εὐανθής,noun root A   ἄνθος   blossom  flower ,,"adj. suf. -ής, -ές OCCURRENCE",ης,A,ἄνθος,N,ἄνθος,ος,ης
635,εὔβοτος,verbal root βο   βόσκω   feed  graze ,,"adj. suf. -τος, -τον",τος,A,βόσκω,V,βόσκω,V,τος
636,ἐΰγναμπτος,verbal root,,,,,,V,,V,τος
637,εὐδείελος,,δείελος   ον    δῆλος   visible  conspicuous ,,,,δείελος,N,δείελος,λος,λος
638,εὐδικία,noun rootδικ   δίκη   ης   custom  usage  order  right ,,f. nom. suf. -ια,ια,A,δίκη,N,δίκη,η,ια
639,ἐΰδμητος,verbal rootδμη   δέμω   build ,,"adj. suf. -τος, -τον",τος,A,δέμω,V,δέμω,V,τος
640,Εὔδωρος,,,,,,,N,,,ρος
641,εὐειδής,noun root,,,,,,N,,,ιδης
642,εὐεργεσία,,,,,,,N,,,σια
643,εὐεργής,noun root εργ   ἔργον   labour ,,"adj. suf. -ής, -ές",ης,A,ἔργον,N,ἔργον,ον,ης
644,εὐερκής,noun root,,,,,,N,,,ης
645,ἐΰζυγος,noun root stem ζυγ ,,,,,ζυγ,N,ζυγόω,,ος
646,ἐΰζωνος,noun root ζων   ζώνη   ης   girdle ,,"adj suf. -ος, -ον",ος,A,ζώνη,N,ζώνη,η,νος
647,εὐηγεσίη,,ἡγεσίη  ἡγεσίη  ης  ἡγεσία   ἥγησις  command ,,,,ἡγεσίη,N,ἡγεσία,σιη,σιη
648,εὐήκης,, ήκ   ἀκή   ῆς   point ,"adj. suf. -ης, -ες",ης,A,ἀκή,N,ἀϊκή,η,ης
649,Εὐηνορίδης,,,,,,,N,,,ιδης
650,εὐήνωρ,,ήνωρ   ἀνήρ  ἀνδρός   man ,,,,ἀνδρός,N,ἀνδρός,ρος,ωρ
651,εὐήρης,verbal root ήρ   ἀραρίσκω   fit together  construct ,,"adj. suf. -ης, -ες",ης,A,ἀραρίσκω,V,ἀραρίσκω,V,ης
652,εὐηφενής,noun rootηφεν   ἄφενος   εος   revenue  riches  wealth  abundance ,,"adj. suf. -ής, -ές",ης,A,ἄφενος,N,ἄφενος,νος,ης
653,εὖθριξ,,θρίξ  τριχός  hair ,,,,τριχός,N,τριχός,ος,
654,ἐΰθρονος,noun root stemθρόν ο    θρόνος   ου   seat  chair  throne ,,"adj. suf. -ος, -ον",ος,A,θρόνος,N,θρόνος,νος,νος
655,εὔθυμος,,,,,,,N,,,μος
656,εὐκαμπής,verbal root καμπ   κάμπτω   to bend  curve ,,"adj. suf. -ής, -ές",ης,A,κάμπτω,V,κάμπτω,V,ης
657,εὐκέατος,verbal root κέα   κεάζω   to split  cleavewood ,,"adj. suf.-τος, -τον",τος,A,κεάζω,V,κεάζω,V,τος
658,εὔκηλος,,,,,,,N,,,ηλος
659,εὐκλείη,noun rootκλε   κλέος   fame  glory ,,noun suf. -,,N,κλέος,N,κλέος,εος,ιη
660,ἐϋκλειής,, *κλεƑες  κλέος only nom  and acc  sg  and pl   good report  fame ,"adj. suf.-ης, -ες",ης,A,κλεƑες,N,κλείς,ες,ης
661,ἐϋκνήμις,,κνημίς   ίδος  greave  legging ,,,,κνημίς,N,κνημίς,ις,ις
662,εὐκτίμενος,,κτίμενος   A   ον  κτίζω   found  build ,,,,κτίμενος,N,ἐϋκτίμενος,νος,νος
663,εὔκυκλος,noun root stem κυκλ ο    κύκλος   ring  circle ,,"adj. suf.-ος, -ον",ος,A,κύκλος,N,κύκλος,λος,λος
664,Εὔμαιος,verbal root μαι   μαίομαι &lt  *μάσyομαι   touch  investigate  search  seek to attain ,,"noun suf. -ος, -ου",ος,A,μάσομαι,V,ἀμάσομαι,V,ιος
665,Εὐμήδης,verbal rootμήδ   μήδομαι   to be minded  intend ,,"nom. suf. -ης, -ου",ης,A,μήδομαι,V,μήδομαι,V,ης
666,εὔμηλος,noun root stem μηλ ,,,,,μηλ,N,μηλόω,,ηλος
667,Εὔμηλος,,,,,,,N,,,ηλος
668,ἐϋμμελίης,noun root μελί   μελία   A Ep  μελ ίη  manna ash  ashen spear ,,"nom. suf.-ης, -ου",ης,A,μελία,N,μελία,ια,ης
669,ἐΰννητος,,νητός    ή    όν  heaped  piled up  from νέω  spin ,,,,νητός,N,νητός,τος,τος
670,εὐνομία,verbal root νομ   νέμω   distribute  but here in the meaning  rule  risen from νόμος  rule  law  &lt  right just part of sth   ,,"f. noun suf. -ία, -ίας",ια,A,νόμος,V,νόμος,V,ια
671,ἐΰξεστος,,ξεστός   ή   όν  verbal adjective from ξέω   hewn  shaved  planed ,,,,ξεστός,V,ξεστός,V,στος
672,ἐΰξοος,verbal root ξο   ξέω   shaveorplanetimber  scrape smooth  polish ,,"adj. suf. -ος, -ον",ος,A,ξέω,V,ξέω,V,ος
673,εὔορμος,,,,,,,N,,,μος
674,εὐπατέρεια,,,,,,,N,,,εια
675,Εὐπείθης,,,,,,,N,,,ης
676,εὔπεπλος,noun rootπεπλ   πέπλος   ου   any woven cloth ,,"adj. suf. -ος, -ον",ος,A,πέπλος,N,πέπλος,λος,λος
677,εὐπηγής,,,,,,,N,,,ης
678,εὔπηκτος,verb root πηγ   πήγνυμι   to make fast ,,"adj. suf. -ος,-ον",ος,A,πήγνυμι,V,πήγνυμι,V,τος
679,ἐΰπλειος,,πλεῖος   η   ον  full ,,,,πλεῖος,N,πλεῖος,ειος,ειος
680,ἐϋπλεκής,verb root πλεκ   πλέκω   plait  twine ,,"adj. suf. -ής, -ές",ης,A,πλέκω,V,πλέκω,V,ης
681,εὔπλεκτος,,,,,,,N,,,τος
682,εὔπλοια,noun root *πλο   πλόος πλέω   sailing  voyage ,,"fem.nounsuf. -ία, -ίας",ια,A,πλόος,N,πλόος,ος,ια
683,ἐυπλοκαμίς,,,,,,,N,,,ις
684,εὐπλόκαμος,,,,,,,N,,,μος
685,ἐϋπλυνής,verbal rootπλύν   πλύνω   wash  clean ,,"adj. suf. -ής, -ές",ης,A,πλύνω,V,πλύνω,V,ης
686,εὐποίητος,,,,,,,N,,,τος
687,εὔπρυμνος,,,,,,,N,,,νος
688,εὔπυργος,,,,,,,N,,,ος
689,εὔπωλος,,,,,,,N,,,λος
690,εὐρρεής,verbal root ῥε   ῥέω ,,"adj. suf. -ής, -ές",ης,A,ῥέω,V,ῥέω,V,ης
691,ἐΰρροος,,,,,,,N,,,ος
692,εὐρυάγυια,adj  stem εὐρυ   εὐρύς   εῖα   ύ   wide ,ἄγυια   A  street ,,,,ἄγυια,N,ἄγα,ια,ια
693,Εὐρυάδης,,,,,,,N,,,ης
694,Εὐρύαλος,adj  stem εὐρύ   εὐρύς   εῖα   ύ   wide ,noun root A   ἅλς  ἁλός   sea  salt ,"nom. suf. -ος, -ου",ος,A,ἁλός,N,ἁλός,λος,λος
695,Εὐρυβάτης,adj  stem εὐρυ   εὐρύς   εῖα   ύ   wide ,verbal root βα   βαίνω   walk  go  come ,"nom.suf. -της, -ου",της,A,βαίνω,V,βαίνω,V,της
696,Εὐρυδάμας,,,,,,,N,,,ας
697,Εὐρυδίκη,,,,,,,N,,,η
698,Εὐρύκλεια,adj  stem εὐρύ   εὐρύς   εῖα   ύ   wide  broad ,noun rootκλε   κλέος   only nom  and acc  sg  and pl    goodreport  fame ,"nom.suf. -ια, -ιας",ια,A,κλέος,N,κλέος,εος,εια
699,εὐρυκρείων,,,,,,,N,,,ιων
700,Εὐρύλοχος,adj  stem εὐρύ   εὐρύς   εῖα   ύ   wide  broad ,noun rootλοχ   λόχος   ου   ambuscade  or  any armed band  body of troops ,,,,λόχος,N,λόχος,ος,ος
701,Εὐρύμαχος,,,,,,,N,,,ος
702,Eὐρυμέδων,adj  stem εὐρύ   εὐρύς  εῖα   ύ   wide  broad ,verbal rootμέδ   μέδω   protect  rule over ,"nom. suf.-ων, -οντος",ων,A,μέδω,V,μέδω,V,ων
703,εὐρυμέτωπος,adj  stem εὐρυ   εὐρύς   εῖα   ύ   wide  broad ,noun rootμέτωπ   μέτωπον  also μέτωπος   ου μετά  ὤψ   the space between the eyes  front  face ,"adj. suf. -ος, -ον",ος,A,μέτωπον,N,μέτωπον,ον,ος
704,Εὐρυνόμη,verbal root νομ   νέμω   distribute ,,noun suf. -η,η,A,νέμω,V,νέμω,V,η
705,Εὐρύνομος,,,,,,,N,,,μος
706,εὐρυόδεια,,,,,,,N,,,εια
707,εὐρύοπα,adj  stemεὐρύ   εὐρύς   εῖα   ύ   wide  broad ,noun rootὄπ  ὄψομαι see  ὄψ  ὄψις   eye or  Ϝέπος  ὄψ   voice ,πα,πα,A,ὄψομαι,N,ὄψομαι,,πα
708,εὐρύπορος,,,,,,,N,,,ρος
709,εὐρυπυλής,,,,,,,N,,,ης
710,Εὐρύπυλος,adj  stem εὐρυ   εὐρύς   εῖα   ύ   wide  broad ,noun root πυλ   πύλη   ης   one wing of a pair of double gates  house door ,nom. suf. -ος,ος,A,πύλη,N,πύλη,η,λος
711,ἐυρυρέεθρος,,,,,,,N,,,ρος
712,εὐρυσθενής,adj  stem εὐρυ   εὐρύς   εῖα   ύ   wide  broad , σθεν   σθένος   εος  strength  might ,"adj. suf. -ής, -ές",ης,A,σθένος,N,σθένος,νος,ης
713,Εὐρυσθεύς,adj  stemεὐρύ   εὐρύς   εῖα   ύ   wide ,,,,,εὐρύς,N,εὐρύς,υς,ευς
714,Εὔρυτος,,verbal adj ῥυτός   ή   όν   ῥέω   flowing  fluid  liquid ,,,,ῥυτός,V,ῥυτός,V,τος
715,εὐρυφυής,,,,,,,N,,,ης
716,εὐρύχορος,adj  stem εὐρυ   εὐρύς   εῖα   υ   wide broad , χορο   χορός   οῦ  prob  also χῶρος   ου   place  land ,"adj. suf. -ος, -ον",ος,A,χορός,N,χορός,ρος,ρος
717,ἐΰσκαρθμος,,,,,,,N,,,μος
718,ἐΰσκοπος,verbal root σκοπ   σκοπέω  σκέπτω   behold  contemplate ,,"adj. suf. -ος, -ον",ος,A,σκοπέω,V,σκοπέω,V,ος
719,εὔσσελμος,noun root σελμ   σέλμα  A   the upper planking of a ship  deck ,,"adj. suf. -ος, -ον",ος,A,σέλμα,N,σέλμα,α,μος
720,ἐϋστέφανος,,,,,,,N,,,νος
721,ἐϋσταθής,verbal root σταθ   ἵστημι   make to stand ,,"adj. suf. -ής, -ές",ης,A,ἵστημι,V,ἵστημι,V,ης
722,εὔστρεπτος,,,,,,,N,,,τος
723,ἐϋστρεφής,verbal root στρέφ   στρέφω   turn about or aside ,,"adj. suf. -ής, -ές",ης,A,στρέφω,V,στρέφω,V,ης
724,εὐτείχεος,noun stem τεῖχε   τεῖχος   ους   wall ,,"adj. suf.-ος, -ον",ος,A,τεῖχος,N,τεῖχος,ος,εος
